Ristoranti - Trattorie ed Osterie;Casasola di Enache Marian;Via Pinzano XX/B,;33085;MANIAGO ;(PN) ;    FRIULI VENEZIA GIULIA;349-30595XX;46.16XXX 12.71XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Elliot Bar di Riaviz Giordano;Via Aquileia X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;329-92141XX;45.81XXX 13.52XXX;info@federweb.com;
Ristoranti;Caneo Albergo-Bar-Ristorante;Strada del Caneo X, Fossalon;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-8844XX;45.71XXX 13.51XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria da Alvise di di Ronco Elena e c;Via i Maggio X,;33020;SUTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7786XX;46.51XXX 12.98XXX;info@federweb.com;
Ristoranti;La Friulana Service Semplificata;Via ii Giugno XX,;33030;RAGOGNA ;(UD) ;    FRIULI VENEZIA GIULIA;327-06510XX;46.18XXX 12.96XXX;info@federweb.com;
Ristoranti;Ristorante Edelweiss;Via s.s. XXX XX,;33092;FANNA ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7779XX;46.16XXX 12.76XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Andrea;Via Trieste X,;34070;DOBERDÒ DEL LAGO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-783XX;45.84XXX 13.53XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Pizzeria la Tavernetta Pugliese Ciro e c. Sas;Via iv Novembre X,;33040;CORNO DI ROSAZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7534XX;45.99XXX 13.44XXX;info@federweb.com;
Pizzerie        Ristoranti;Grimani;Via da Mula X,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9230XX;45.90XXX 13.3XXX;info@federweb.com;
Ristoranti;Principe di Metternich;Riva Massimiliano e Carlotta X, Grignano;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2241XX;45.70XXX 13.71XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Pinzin Mariangela;Via s. Vidotto X,;33030;CAMINO AL TAGLIAMENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9196XX;45.92XXX 12.94XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Stazione Pizz;Piazza Vittore Carpaccio XX,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-804XX;45.67XXX 13.XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Primo;Via Udine XX,;33050;POZZUOLO DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6690XX;45.98XXX 13.19XXX;info@federweb.com;
Ristoranti;Ristorante da Luisa;Via Trieste XX, Villanova dello Judrio;33048;SAN GIOVANNI AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7586XX;45.95XXX 13.42XXX;info@federweb.com;
Ristoranti;Marengo Raffaele;Via San Giusto X,;34100;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3001XX;45.64XXX 13.77XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Portico da Ernesto;Via Fermi e. X,;33058;SAN GIORGIO DI NOGARO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-659XX;45.79XXX 13.22XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Gino;Via San Giovanni XX, Galleriano;33050;LESTIZZA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7640XX;45.96XXX 13.11XXX;info@federweb.com;
Alberghi        Ristoranti;Antica Corte;Piazza Santa Croce X,;33090;TRAMONTI DI SOTTO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-8690XX;46.28XXX 12.79XXX;info@federweb.com;
Ristoranti;La Rocca;Piazza della Repubblica X,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4135XX;45.80XXX 13.53XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria de Scarpon;Via della Ginnastica XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3676XX;45.65XXX 13.78XXX;info@federweb.com;
Ristoranti;Ristorante da Miro;Via Lagunare XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-705XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Locanda al Mantico;Stradone Zuino Nord XXXX,;33050;TORVISCOSA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9292XX;45.84XXX 13.28XXX;info@federweb.com;
Ristoranti;Due Palme Gestioni Srl;Viale Venezia XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-702XX;45.68XXX 13.14XXX;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Barbablu;Via le Giare XX,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7789XX;45.82XXX 13.51XXX;info@federweb.com;
Ristoranti;Al Cacciatore;Via Sottomonte XX,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7406XX;45.99XXX 13.37XXX;info@federweb.com;
Alberghi        Ristoranti - Trattorie ed Osterie;Matiz da Otto;Via Plozner Mentil XX,;33026;PALUZZA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7790XX;46.58XXX 13.00XXX;info@federweb.com;
Ristoranti;Il Gabbiano;Frazione Villaggio del Pescatore XXX, Villaggio del Pescatore;34011;DUINO;AURISINA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2081XX;45.78XXX 13.58XXX;info@federweb.com;
Ristoranti;Fiore di Loto;Campo Belvedere X,;34135;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-47068XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;Al Posto di Conversazione;Via Guglielmo Marconi XX,;33047;REMANZACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6673XX;46.08XXX 13.32XXX;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Da Boscarol;Via Xxiv Maggio XXX,;34077;RONCHI DEI LEGIONARI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4833XX;45.81XXX 13.50XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Gerardo;Via Properzia XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9803XX;46.27XXX 13.13XXX;info@federweb.com;
Alberghi        Ristoranti;Garden;Via Guart di Luincis XX, Luincis;33025;OVARO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-602XX;46.50XXX 12.86XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Dall'Agata;Strada Camolli XX,;33077;SACILE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-702XX;45.94XXX 12.52XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Buona Vite;Via Dossi X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-19860XX;45.72XXX 13.4XXX;info@federweb.com;
Ristoranti;Al Pescatore;Via Valle Hierschel X,;33050;PRECENICCO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-555XX;45.73XXX 13.08XXX;info@federweb.com;
Alberghi        Ristoranti;Fratelli Bandiera di Cinzia Pieli & c. Snc;Localita' Nuoitas X,;33024;FORNI DI SOPRA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-883XX;46.43XXX 12.54XXX;info@federweb.com;
Alberghi        Ristoranti;Al Taj;Via Iulia XX,;33050;BAGNARIA ARSA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9285XX;45.88XXX 13.30XXX;info@federweb.com;
Ristoranti;Ristorante Taverna All'Urogallo;Piazzale Mario della Puppa X, Piancavallo;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6554XX;46.10XXX 12.51XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Marea;Via Rita Rosani XX,;34147;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8132XX;45.6XXX 13.82XXX;info@federweb.com;
Ristoranti;Pizzeria o Sole Mio;Via Udine XX,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-713XX;45.69XXX 13.14XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Citta' di Pisino;Via Alberto Boccardi X,;34124;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-3037XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Aurora di Rizzo Silvana Rita & c. s.a.s.;Piazza Duca d'Aosta XX,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-857XX;45.67XXX 13.3XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Mongiat;Piazza al Ponte X, Chievolis;33090;TRAMONTI DI SOPRA ;(PN) ;    FRIULI VENEZIA GIULIA;0427-861XX;46.16XXX 12.71XXX;info@federweb.com;
Pizzerie        Ristoranti - Trattorie ed Osterie;Al Giardino;Via i Maggio XXX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-4106XX;45.81XXX 13.51XXX;info@federweb.com;
Ristoranti;Alla Fontaniva;Via Sacile XX,;33070;POLCENIGO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-743XX;46.00XXX 12.50XXX;info@federweb.com;
Enoteche e Vendita Vini        Ristoranti;Le Vinali S.r.l.;Via Bassi XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9598XX;45.93XXX 12.70XXX;info@federweb.com;
Ristoranti;Antica Bettola da Marisa;Via Coseano X,;33030;RIVE D'ARCANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8070XX;46.11XXX 13.01XXX;info@federweb.com;
Ristoranti;Trattoria Alle Bocce di Cossaro Denis Raffaele;Largo Cialdini X, Versa;34076;ROMANS D'ISONZO ;(GO) ;    FRIULI VENEZIA GIULIA;0481-902XX;45.90XXX 13.41XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria.....ai Parenti!!!Trattoria.....ai Parenti!!!;Viale Stazione X, Grizzo;33086;MONTEREALE VALCELLINA ;(PN) ;    FRIULI VENEZIA GIULIA;0427-7994XX;46.14XXX 12.65XXX;info@federweb.com;
Ristoranti;San Michele;Via Castello di Fagagna XX,;33034;FAGAGNA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8104XX;46.11XXX 13.08XXX;info@federweb.com;
Ristoranti;Al Soreli;Localita Raggio dell Ostro XX, Lignano Pineta;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-730XX;45.6XXX 13.1XXX;info@federweb.com;
Ristoranti;Da Gaspar;Via Gaspar X,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7859XX;46.23XXX 13.22XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Borgo Antico;Piazza San Pietro X,;33084;CORDENONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-9310XX;45.97XXX 12.69XXX;info@federweb.com;
Ristoranti;Tokyo;Via Giuseppe Lorenzo Gatteri XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6308XX;45.65XXX 13.78XXX;info@federweb.com;
Bar e Caffe'        Ristoranti - Trattorie ed Osterie;Al Bintars;Via Trento e Trieste XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9573XX;46.15XXX 13.00XXX;info@federweb.com;
Ristoranti;Giusto Maria Isabella Ristorante l'Ostarie;Via Redipuglia XX, Laipacco;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8532XX;46.15XXX 13.21XXX;info@federweb.com;
Ristoranti;Al Tarcentino di Memolla Arti;Piazza Urli XX,;33010;MAGNANO IN RIVIERA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7820XX;46.23XXX 13.17XXX;info@federweb.com;
Ristoranti;Tremilauno Sas di Urbano Kristina;Via di Torrebianca XX,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6317XX;45.65XXX 13.77XXX;info@federweb.com;
Alberghi        Ristoranti;Albergo Caffe Vecchio;Xvia Roma XX/XX,;33016;PONTEBBA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-9910XX;46.50XXX 13.30XXX;info@federweb.com;
Alberghi        Ristoranti;Vienna;Via Carinzia X,;33054;LIGNANO SABBIADORO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-712XX;45.68XXX 13.12XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Quattro Mori;Via Cavour X,;34070;MARIANO DEL FRIULI ;(GO) ;    FRIULI VENEZIA GIULIA;0481-6998XX;45.91XXX 13.45XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Forno;Piazza del Municipio X,;33090;SEQUALS ;(PN) ;    FRIULI VENEZIA GIULIA;0427-932XX;46.16XXX 12.82XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Marinaio;Via Cisis X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2959XX;46.05XXX 13.23XXX;info@federweb.com;
Gastronomie, Salumerie e Rosticcerie        Ristoranti - Trattorie ed Osterie;Grill da Gildo;Strada per Lazzaretto,;34015;MUGGIA ;(TS) ;    FRIULI VENEZIA GIULIA;040-2741XX;45.60XXX 13.73XXX;info@federweb.com;
Alberghi        Ristoranti;Costantini;Via Pontebbana XX,;33017;TARCENTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7920XX;46.19XXX 13.19XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bar Trattoria Prissinotti;Piazza Risorgimento XX,;33080;PRATA DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6201XX;45.95XXX 12.66XXX;info@federweb.com;
Ristoranti;Al Paradiso;Via Santa Ermacora X, Paradiso;33050;POCENIA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7770XX;45.86XXX 13.14XXX;info@federweb.com;
Ristoranti;Birreria Paulaner;Via Italo Svevo XX,;34144;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-37287XX;45.63XXX 13.77XXX;info@federweb.com;
Ristoranti;Ristorante Pizzeria Baffo S.n.c.;Localita' Tornielli XX,;33080;ROVEREDO IN PIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-943XX;46.01XXX 12.59XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Bar Trattoria Julia;Via ix Ottobre XX, Erto;33080;ERTO E CASSO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-8790XX;46.27XXX 12.37XXX;info@federweb.com;
Ristoranti;Oberrichter Srl;Via Superiore X,;33010;MALBORGHETTO VALBRUNA ;(UD) ;    FRIULI VENEZIA GIULIA;0428-418XX;46.50XXX 13.4XXX;info@federweb.com;
Ristoranti;Elliot S.r.l.;Via Orsaria XX,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7513XX;45.99XXX 13.37XXX;info@federweb.com;
Ristoranti;Rossopomodoro;Via Riva Tommaso Gulli X,;34123;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-32297XX;45.64XXX 13.76XXX;info@federweb.com;
Ristoranti;Yuxi;Via Arrigo Boito XX,;34074;MONFALCONE ;(GO) ;    FRIULI VENEZIA GIULIA;0481-7988XX;45.80XXX 13.54XXX;info@federweb.com;
Pizzerie        Ristoranti - Trattorie ed Osterie;La Torate;Via Divisione Julia XX,;33026;PALUZZA ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7751XX;46.53XXX 13.01XXX;info@federweb.com;
Ristoranti;Antico Panada;Via Gioacchino Rossini X,;34132;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-34762XX;45.65XXX 13.77XXX;info@federweb.com;
Ristoranti;Caribe S.r.l.;Via Maestri del Lavoro XX,;33080;FIUME VENETO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5616XX;45.94XXX 12.72XXX;info@federweb.com;
Ristoranti;Taverna Longobarda;Via Monastero Maggiore X,;33043;CIVIDALE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7316XX;46.09XXX 13.4XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria la Rinascita;Frazione Azzida XXX,;33049;SAN PIETRO AL NATISONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7273XX;46.11XXX 13.49XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Sole;Via Rive Convierie X, Ravosa;33040;POVOLETTO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6660XX;46.15XXX 13.29XXX;info@federweb.com;
Alberghi        Ristoranti;Ramandolo di Dri Luciano Srl;Via Forni di Sotto XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-4709XX;46.07XXX 13.23XXX;info@federweb.com;
Ristoranti;Osteria Calice d'Oro;Via Piave XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5364XX;45.96XXX 12.67XXX;info@federweb.com;
Ristoranti;La Torre;Piazza Castello X,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-505XX;46.11XXX 12.90XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Antica Osteria al Sabotino di Mauro Gubana;Via s. Chiara X,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-5381XX;45.94XXX 13.62XXX;info@federweb.com;
Ristoranti;Casa Caonis;Piazza Roma XX,;33083;CHIONS ;(PN) ;    FRIULI VENEZIA GIULIA;0434-0125XX;45.84XXX 12.7XXX;info@federweb.com;
Ristoranti;Ristorante Corallo;Via Beligna X,;33051;AQUILEIA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9187XX;45.76XXX 13.37XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Ristorante al Zuc di Martinis Sabrina s.a.s.;Via del Ciuch X,;33010;PAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6603XX;46.14XXX 13.18XXX;info@federweb.com;
Agriturismo        Ristoranti;Agriturismo Londero;Via della Cartiera XX,;33013;GEMONA DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9810XX;46.2XXX 13.10XXX;info@federweb.com;
Ristoranti;Boccadesidera Snc di Devescovi Gianluca;Strada per Vienna X/A,;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-21713XX;45.69XXX 13.82XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Osteria al Buso;Via Simoni X,;33097;SPILIMBERGO ;(PN) ;    FRIULI VENEZIA GIULIA;0427-20XX;46.11XXX 12.90XXX;info@federweb.com;
Alberghi        Ristoranti;Ristorante Belvedere;Via Belvedere XX,;33019;TRICESIMO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8813XX;46.15XXX 13.20XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Borgo;Via dell Amicizia XX, Chiaicis;33020;VERZEGNIS ;(UD) ;    FRIULI VENEZIA GIULIA;0433-27XX;46.38XXX 12.97XXX;info@federweb.com;
Ristoranti;L'Osteria;Via Trento e Trieste XX,;33038;SAN DANIELE DEL FRIULI ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9420XX;46.15XXX 13.00XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Maria;Via Nuova X, Fusea;33028;TOLMEZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-21XX;46.XXX 12.9XXX;info@federweb.com;
Autonoleggio        Ristoranti;Alibus International S.r.l.;Via s. Gregorio Bassa X,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-5988XX;45.94XXX 12.6XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Pusiol Danilo;Vicolo delle Mura XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-216XX;45.95XXX 12.65XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Da Rico;Via Monte Zoncolan,;33020;SUTRIO ;(UD) ;    FRIULI VENEZIA GIULIA;0433-7751XX;46.5XXX 12.98XXX;info@federweb.com;
Pizzerie        Ristoranti;Pizzeria Cipciop di Russo Salvatore;Via Roma XXX/P,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6284XX;45.84XXX 12.62XXX;info@federweb.com;
Alberghi        Ristoranti;Mignon;Via Junker XX, Grignano;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2246XX;45.70XXX 13.71XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Antica Trattoria da Milocco;Via Vincenzo Joppi XX, Merlana;33050;TRIVIGNANO UDINESE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9990XX;45.94XXX 13.30XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alla Casa Rossa;Via Cividale X,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2956XX;46.06XXX 13.24XXX;info@federweb.com;
Ristoranti;Il Carso;Localita' Col X,;34016;MONRUPINO ;(TS) ;    FRIULI VENEZIA GIULIA;040-3271XX;45.71XXX 13.80XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Frasca;Viale Grado XX,;33050;PAVIA DI UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6751XX;45.98XXX 13.27XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Zorzetto Francesco;Piazza Risorgimento X, San Martino di Campagna;33081;AVIANO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6570XX;46.07XXX 12.65XXX;info@federweb.com;
Ristoranti;Tokyo;Via Ungheria XX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-2971XX;46.06XXX 13.24XXX;info@federweb.com;
Ristoranti;Buona Fortuna;Via Giulia XX,;34126;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-5736XX;45.65XXX 13.78XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Sara di Sandulescu Silvia & c. Sas;Piazzale Esercito XX,;33040;CAMPOLONGO TAPOGLIANO ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9996XX;45.87XXX 13.39XXX;info@federweb.com;
Alberghi        Ristoranti;Albergo Adriatico;Via Roma XX,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-26XX;46.50XXX 13.57XXX;info@federweb.com;
Ristoranti;Pizza Smile di Safieddine Ismail;Via Antonio Baiamonti XX,;34145;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8122XX;45.62XXX 13.7XXX;info@federweb.com;
Ristoranti;Le Badie;Via Emanuele Lodi X,;33044;MANZANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7550XX;46.00XXX 13.42XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Buffet l'Approdo;Via Carducci Giosue' XX,;34125;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-6334XX;45.6XXX 13.77XXX;info@federweb.com;
Alberghi        Ristoranti;Cesco Adriano;Via Zuiano XX,;33082;AZZANO DECIMO ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6401XX;45.87XXX 12.72XXX;info@federweb.com;
Ristoranti;Trieste;Via Dante Alighieri XX,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-22XX;46.50XXX 13.58XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria da Attilio;Via Cesare Battisti XX, Viscone;33048;CHIOPRIS;VISCONE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9910XX;45.92XXX 13.38XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alle Rondini;Via iv Novembre X, Feletto Umberto;33010;TAVAGNACCO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-5712XX;46.10XXX 13.21XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Quadrifoglio di Marin Luca & c. Snc;Via San Martino X,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6268XX;45.82XXX 12.58XXX;info@federweb.com;
Ristoranti;Azienda Agricola Altran S.r.l.;Localita' Cortona X,;33050;RUDA ;(UD) ;    FRIULI VENEZIA GIULIA;0431-9694XX;45.81XXX 13.40XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria al Gambero Rosso;Via Fabio Severo XXX,;34127;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-545XX;45.65XXX 13.78XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Alle Alpi;Via Veneto XXX,;33100;UDINE ;(UD) ;    FRIULI VENEZIA GIULIA;0432-6011XX;46.03XXX 13.25XXX;info@federweb.com;
Ristoranti;Bavaria Srl;Via della Levata X,;33050;RONCHIS ;(UD) ;    FRIULI VENEZIA GIULIA;0431-5677XX;45.8XXX 12.99XXX;info@federweb.com;
Ristoranti;Ilija;Via Priesnig XX,;33018;TARVISIO ;(UD) ;    FRIULI VENEZIA GIULIA;0428-6450XX;46.49XXX 13.58XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Senizza;Via Flavia XX,;34147;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-8132XX;45.61XXX 13.81XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Foxes Snc di Barzan Alessandra & c;Viale Venezia XX,;33170;PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-3614XX;45.96XXX 12.63XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;La Lampara;Localita Santa Croce XXX, Santa Croce di Trieste;34151;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-2203XX;45.73XXX 13.69XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Al Campanile;Via Papa Giovanni Xxiii XX,;33040;CORNO DI ROSAZZO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-7591XX;45.99XXX 13.45XXX;info@federweb.com;
Ristoranti;Il Posto Delle Fragole;Via Guglielmo de Pastrovich X,;34128;TRIESTE ;(TS) ;    FRIULI VENEZIA GIULIA;040-5787XX;45.66XXX 13.80XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Trattoria Bocciodromo Belvedere;Via Pasiano di Sotto XX,;33087;PASIANO DI PORDENONE ;(PN) ;    FRIULI VENEZIA GIULIA;0434-6250XX;45.84XXX 12.62XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Antica Trattoria Dal Gnocco di Comelli;Stradone della Mainizza X,;34170;GORIZIA ;(GO) ;    FRIULI VENEZIA GIULIA;0481-3920XX;45.93XXX 13.59XXX;info@federweb.com;
Ristoranti;Al Convento;Borgo Aquileia XX,;33057;PALMANOVA ;(UD) ;    FRIULI VENEZIA GIULIA;0432-9230XX;45.90XXX 13.30XXX;info@federweb.com;
Ristoranti - Trattorie ed Osterie;Antica Trattoria Peres;Via Nievo XX,;33010;COLLOREDO DI MONTE ALBANO ;(UD) ;    FRIULI VENEZIA GIULIA;0432-8898XX;46.16XXX 13.13XXX;info@federweb.com;
Ristoranti;Da Renata;Via Luseo X,;34073;GRADO ;(GO) ;    FRIULI VENEZIA GIULIA;0431-882XX;45.72XXX 13.45XXX;info@federweb.com;
